ASUID,enrollmentDate,gradDate,creditsEarned,Major,Minor,GPA
1621486336,2021-05-24,2029-03-02,24,Church,Start,3.48
1699952063,2021-12-11,2029-01-30,65,Five,Occur,2.65
1258920606,2022-09-07,2024-03-27,93,Person,N/A,3.6
1303621946,2022-10-09,2029-03-30,118,See,Republican,2.05
1276639501,2023-10-02,2029-06-26,30,Kitchen,Hit,2.98
1044094192,2022-06-12,2024-11-07,6,Care,Night,3.05
1339006051,2024-08-03,2030-07-29,31,Another,Religious,2.99
1681171986,2022-02-25,2029-10-12,5,Action,N/A,3.16
1615089059,2024-02-09,2026-01-02,51,Approach,N/A,3.94
1435939159,2022-11-21,2029-11-27,134,Mother,This,3.38
1465278525,2025-03-21,2030-10-01,2,Itself,N/A,3.39
1619308143,2024-05-19,2030-05-30,34,Pick,Hot,2.39
1547055537,2025-10-13,2025-10-15,103,Question,N/A,2.08
1039335883,2025-02-23,2027-05-07,57,Laugh,N/A,3.22
1272714505,2025-05-03,2029-09-04,130,Choose,Ahead,2.52
1628087506,2024-05-08,2025-07-05,39,Window,N/A,3.78
1279494516,2021-06-28,2028-06-19,106,No,N/A,3.25
1665525455,2025-03-25,2030-01-09,87,Investment,Door,3.33
1298943523,2024-01-15,2030-04-04,12,Speak,N/A,3.42
1041229483,2021-05-25,2029-01-04,39,Loss,N/A,3.17
1310315062,2021-03-07,2026-03-18,9,Body,N/A,3.1
1263414261,2024-03-29,2029-12-28,17,Sign,Color,3.48
1866874998,2020-12-06,2024-01-07,28,Authority,Edge,3.4
1568767738,2021-12-11,2024-10-06,83,What,Front,3.66
1736983621,2021-01-18,2024-08-30,32,Allow,N/A,3.68
1067923842,2022-05-09,2030-02-05,137,Husband,N/A,3.63
1094090018,2024-06-15,2027-06-02,16,Bed,Mouth,2.24
1666910971,2023-04-21,2023-06-11,129,Imagine,Watch,3.19
1148775459,2021-10-19,2028-02-05,127,Democrat,Research,3.04
1436879510,2022-12-25,2025-06-18,3,Deal,N/A,3.02
1819785287,2023-05-14,2024-02-16,47,Radio,Box,3.75
1582110037,2023-07-03,2026-11-17,118,Building,Stand,2.21
1019466683,2025-05-30,2027-12-01,108,Not,N/A,2.22
1136409556,2021-08-21,2022-07-01,2,Will,N/A,2.86
1036079235,2022-08-21,2024-10-28,128,In,Show,2.95
1228771071,2025-04-30,2029-03-22,127,Central,Since,3.69
1687592828,2024-12-31,2030-06-18,94,Who,High,2.19
1327264393,2025-09-08,2029-04-13,97,Occur,N/A,3.12
1988448192,2022-06-18,2028-05-13,6,For,N/A,2.75
1148229473,2024-07-05,2025-11-22,38,Real,N/A,2.75
1367241168,2021-03-26,2021-11-16,138,Away,Probably,2.91
1773051095,2024-06-28,2026-09-25,82,Suggest,N/A,2.96
1435843029,2023-09-29,2028-08-17,98,Lead,Design,3.09
1761561373,2021-09-26,2025-01-18,1,Somebody,Both,2.28
1214531494,2022-10-13,2026-10-06,61,Appear,N/A,2.46
1935241747,2025-08-02,2027-11-12,42,Prepare,N/A,3.98
1005576960,2024-02-14,2029-06-16,136,Their,Race,3.28
1263506862,2021-01-24,2022-10-16,101,Interview,Firm,2.81
1241749403,2025-05-31,2030-05-02,24,Town,N/A,2.24
1027814322,2023-02-06,2028-10-23,114,Plan,Simply,2.83
1505237836,2022-06-02,2028-12-13,67,Mind,Make,3.24
1886256804,2022-11-29,2030-01-24,11,Want,N/A,3.48
1801644772,2021-07-19,2030-06-24,130,Town,N/A,2.61
1110337543,2024-10-17,2030-08-01,19,Kind,N/A,2.42
1901458229,2022-10-31,2027-12-16,87,Leave,N/A,3.33
1310791970,2024-10-30,2030-04-06,94,There,Someone,2.29
1628092506,2022-09-26,2024-03-08,47,Author,Yes,2.1
1705634550,2023-12-06,2030-06-26,100,Campaign,N/A,2.83
1642255036,2021-02-04,2026-07-27,84,Reality,N/A,3.41
1309632630,2024-12-28,2027-03-26,48,Identify,Wife,2.77
1743497067,2025-10-11,2030-08-25,78,Effect,Above,3.63
1293237108,2023-05-08,2030-01-24,68,With,N/A,2.48
1303859879,2021-12-03,2025-12-15,33,Radio,Officer,2.24
1327178282,2023-06-25,2030-07-31,48,Cause,Total,2.72
1523858900,2024-07-04,2027-02-09,25,Trip,N/A,2.96
1106392526,2021-01-29,2030-07-14,3,Above,N/A,2.26
1701423212,2021-01-04,2023-01-23,26,Movement,After,3.34
1122351764,2022-05-06,2029-06-12,19,Use,N/A,2.77
1238350507,2024-04-14,2024-10-04,109,Analysis,N/A,3.23
1150094238,2021-12-05,2027-08-04,66,Someone,Body,3.14
1598897982,2021-02-06,2030-02-09,36,Billion,N/A,3.22
1494940940,2021-09-24,2028-04-13,81,Blue,Rate,2.57
1546413173,2024-03-01,2028-07-27,41,Lay,N/A,3.77
1125757306,2021-09-09,2030-01-07,15,This,N/A,2.1
1457198273,2023-01-04,2025-07-29,34,Artist,N/A,2.92
1367909246,2021-08-10,2022-03-15,134,Nearly,Door,2.98
1717202897,2025-07-14,2028-06-14,63,Artist,N/A,3.02
1296589897,2022-07-16,2029-05-27,39,Eat,Place,3.61
1399958829,2025-10-01,2026-05-25,82,Attorney,Down,2.76
1373812934,2021-09-11,2022-04-10,128,Field,Picture,3.38
1937586501,2020-11-24,2023-03-10,31,Rule,Town,3.65
1238785855,2021-10-05,2026-08-05,41,Government,System,3.28
1923785864,2024-07-29,2029-02-17,134,Difference,Minute,3.0
1050967661,2024-08-05,2029-06-10,98,Here,N/A,2.97
1818650680,2025-07-28,2026-03-15,93,Wind,Audience,2.27
1218952581,2024-07-20,2026-12-03,111,Total,N/A,3.58
1533244813,2021-06-27,2028-09-08,113,Him,N/A,2.43
1229307876,2024-02-20,2027-12-06,32,Natural,Religious,3.24
1549595651,2023-02-15,2025-04-07,52,Another,Issue,3.66
1171658544,2021-04-25,2021-09-25,16,Nor,Region,3.29
1516045442,2024-12-27,2029-07-08,3,Box,N/A,2.89
1559369369,2020-11-03,2026-12-07,25,Those,N/A,2.93
1520810048,2024-10-28,2029-05-17,103,Heart,N/A,2.3
1664587773,2025-08-17,2025-09-09,74,Very,N/A,2.72
1254669760,2024-05-19,2027-10-28,66,House,N/A,2.41
1047914240,2023-04-19,2030-04-20,82,Ready,N/A,3.71
1459135299,2020-11-28,2021-05-17,12,Fall,N/A,2.14
1521404760,2021-04-10,2028-07-28,28,Price,N/A,2.32
1801241401,2021-04-04,2028-03-08,14,Condition,N/A,2.89
1415186619,2022-05-28,2029-06-18,86,Successful,N/A,3.38
1054184630,2023-03-25,2030-10-15,106,Nor,N/A,3.52
1156780562,2025-08-05,2028-10-07,33,Catch,N/A,2.52
1791066087,2025-06-25,2030-08-10,140,There,Compare,3.03
1443431778,2023-04-28,2028-06-16,2,Degree,Husband,3.34
1558996867,2022-01-12,2024-12-27,2,Marriage,N/A,2.75
1232297110,2024-09-07,2030-09-20,14,Military,Wish,2.83
1841666330,2024-12-08,2026-12-22,111,National,Way,2.81
1228177468,2022-02-28,2028-02-29,41,Anything,N/A,3.11
1845382589,2023-08-10,2024-08-06,104,Anything,Generation,3.11
1521153943,2025-09-12,2029-05-08,58,Another,Line,2.6
1310273919,2023-10-03,2024-06-04,29,The,Show,2.54
1073543425,2024-10-22,2030-07-06,114,Article,N/A,2.35
1248437543,2020-11-29,2023-06-19,18,Board,See,3.45
1723661836,2021-05-24,2022-12-01,107,Attack,On,2.4
1308164183,2022-06-26,2030-07-27,105,Space,Easy,2.02
1507951463,2023-07-12,2025-02-19,104,Item,N/A,3.67
1980599750,2025-05-13,2028-07-30,113,Realize,N/A,3.76
1845052879,2022-11-22,2026-09-05,98,Soldier,Lose,3.51
1878232945,2025-01-31,2028-11-15,26,Design,Pattern,3.81
1362940816,2023-11-17,2025-05-23,24,Two,N/A,3.55
1352926992,2025-05-10,2028-10-19,136,Order,Record,3.6
1228805838,2024-11-13,2029-07-29,114,Allow,Over,3.4
1271407531,2022-09-15,2026-02-11,6,Its,Wind,3.03
1551099414,2025-02-18,2027-12-20,82,End,Discussion,3.03
1452705951,2025-02-17,2025-08-03,131,Leader,N/A,2.83
1163494629,2023-04-17,2023-07-09,126,Today,Owner,2.74
1729336326,2024-06-13,2028-12-08,39,Institution,N/A,2.13
1307217073,2021-10-18,2029-02-18,14,Learn,N/A,3.01
1421820701,2020-10-23,2030-10-13,108,Real,N/A,3.43
1889604941,2025-03-11,2030-10-15,34,Money,N/A,3.68
1716287035,2022-08-07,2024-06-20,124,Take,Program,2.17
1809215648,2021-08-29,2027-12-01,52,Parent,N/A,3.4
1339145962,2022-07-05,2027-08-27,100,Nation,N/A,3.65
1430082875,2023-07-10,2025-03-26,41,Check,N/A,2.38
1474275359,2023-08-04,2030-06-08,31,However,N/A,2.44
1546195310,2024-07-03,2027-10-21,16,We,N/A,3.41
1182229942,2025-08-25,2025-08-30,38,Write,N/A,3.94
1771424788,2022-09-18,2030-04-13,39,Tax,N/A,3.13
1257034834,2022-10-09,2030-02-10,105,Field,Woman,2.22
1915791585,2021-11-21,2028-10-08,75,Detail,Than,3.28
1348907540,2020-10-31,2024-11-20,118,Hair,Whose,3.04
1037028037,2023-01-20,2024-05-02,80,Whole,N/A,2.68
1563216738,2020-12-03,2028-02-05,40,Director,State,3.87
1734530346,2022-06-14,2025-03-15,48,Oil,Analysis,2.43
1688508018,2021-11-27,2022-03-09,15,Clear,Instead,3.04
1315441522,2020-12-04,2027-12-03,19,At,N/A,2.01
1573504388,2022-04-14,2026-10-16,88,Soldier,Her,3.94
1651963864,2022-12-06,2025-03-27,37,Order,Section,2.67
1848695448,2025-03-03,2029-09-19,100,Join,Into,2.03
1126639078,2023-10-01,2028-09-15,76,Until,N/A,3.41
1900086013,2023-03-28,2026-02-21,60,Same,Discuss,2.13
1924258195,2025-01-03,2026-04-14,18,Stuff,Word,3.23
1215421987,2025-08-26,2026-10-26,14,Close,N/A,2.2
1498736508,2025-03-26,2030-03-12,83,Artist,Whole,3.22
1239077881,2024-09-03,2028-12-26,23,Stand,Discussion,3.37
1526412226,2021-04-29,2029-12-01,72,The,N/A,3.03
1307614552,2022-04-15,2026-05-31,118,Her,Fast,2.05
1814843085,2020-11-14,2021-03-25,87,Organization,N/A,3.25
1179126605,2025-05-28,2029-01-12,38,Work,Lay,3.08
1345381213,2021-07-27,2022-12-20,28,Baby,Hope,2.57
1514362737,2021-01-22,2021-09-30,84,Condition,Life,3.84
1643823634,2022-12-18,2024-10-17,28,Her,National,3.14
1739275556,2024-03-28,2027-03-06,128,Exactly,N/A,3.82
1289505937,2022-12-20,2030-04-12,10,Old,N/A,2.02
1282984362,2024-05-27,2026-11-03,36,Tax,Stage,2.66
1721103604,2023-01-25,2029-04-08,107,Develop,Same,2.64
1133907020,2021-10-15,2024-06-17,114,Which,N/A,2.92
1694790146,2025-05-09,2027-01-13,69,Treat,N/A,2.61
1208275789,2025-08-15,2028-03-19,55,Type,Decade,3.97
1822647425,2022-12-31,2030-07-22,62,Hard,Base,3.42
1780031495,2024-03-24,2025-11-19,122,Sure,N/A,3.78
1558491941,2021-02-02,2021-05-05,110,Reduce,N/A,3.54
1451942910,2024-04-17,2030-01-02,82,Station,Quality,2.24
1961556035,2022-02-11,2028-03-29,61,Positive,N/A,2.48
1464566007,2023-12-09,2027-11-26,44,On,Mrs,2.9
1116351861,2021-03-10,2027-07-16,21,Mother,Tell,3.78
1929306711,2022-11-07,2023-10-18,138,Unit,Turn,3.95
1119254509,2023-06-08,2026-10-27,90,Account,N/A,2.87
1193663419,2025-02-07,2025-02-17,85,State,Its,2.77
1892170625,2025-02-05,2029-12-15,135,Situation,N/A,2.73
1869203273,2024-06-24,2024-09-10,85,Sure,Challenge,2.65
1718409260,2023-03-29,2030-09-11,136,Shake,Boy,3.33
1367145792,2022-01-20,2023-02-11,93,Wear,Set,3.81
1926724062,2023-01-27,2023-06-01,108,Operation,Speech,2.25
1486787189,2023-11-27,2026-01-07,40,Gun,Tonight,2.15
1067706371,2022-02-19,2022-07-20,11,World,Month,2.71
1249522619,2025-09-22,2028-01-11,68,Quite,N/A,2.43
1566331137,2023-02-20,2027-04-04,56,Watch,N/A,3.49
1231933869,2021-07-14,2026-09-07,37,History,Sometimes,2.64
1803120822,2021-09-25,2025-12-22,135,Source,N/A,2.37
1702820690,2024-02-10,2027-07-07,10,Population,Indeed,2.4
1779082503,2023-02-17,2027-05-24,10,Receive,Mind,2.36
1455208918,2023-06-01,2024-10-22,0,Reveal,N/A,3.01
1222635317,2025-06-12,2028-10-08,93,Mission,See,3.56
1494479626,2021-06-01,2027-01-22,38,Get,N/A,2.39
1094580906,2022-12-08,2024-04-24,136,Agency,N/A,3.0
1847785338,2021-07-05,2029-05-25,49,Meet,Guess,2.39
1352643419,2024-09-07,2027-01-25,38,Ball,N/A,2.58
1080772627,2025-03-28,2025-04-08,26,Education,N/A,2.86
1678287281,2024-12-19,2025-10-25,60,Mission,N/A,2.32
1163953296,2024-08-24,2026-06-22,27,Various,Our,3.96
1972879130,2025-02-07,2030-01-24,33,Able,Instead,2.72
1167088477,2022-07-21,2025-12-03,69,Cup,N/A,3.86
1907333524,2023-12-03,2026-09-09,116,Discover,N/A,2.19
1583156337,2023-02-24,2023-03-22,118,Most,Foot,3.54
1115117337,2023-01-20,2024-12-06,9,He,Usually,3.05
1722082891,2021-10-28,2028-04-08,67,Try,N/A,3.91
1580428633,2025-10-06,2029-02-18,54,War,N/A,3.25
1841648797,2022-02-21,2028-12-28,61,Act,N/A,2.92
1402398865,2023-08-31,2025-06-02,83,Stock,Building,2.93
1592736611,2020-12-22,2027-01-18,25,Their,N/A,3.16
1115390196,2025-04-02,2025-06-07,27,Ok,N/A,3.31
1435995798,2024-09-14,2027-08-13,78,Fall,N/A,2.14
1710679668,2024-07-12,2028-04-03,88,Table,N/A,2.46
1056899001,2021-07-05,2022-08-18,118,Hospital,N/A,3.24
1835958721,2025-07-23,2029-03-08,111,Man,Society,2.66
1988527958,2025-08-09,2029-10-16,121,Hot,N/A,3.7
1177691816,2025-05-19,2027-06-24,14,Store,Guess,3.0
1678335463,2022-09-26,2024-04-11,59,Occur,N/A,3.87
1701834739,2021-12-06,2030-01-15,11,Town,N/A,3.76
1680634676,2024-09-10,2026-04-18,100,Six,Notice,2.67
1019599206,2023-03-20,2025-09-18,137,Close,N/A,3.27
1858257819,2024-07-06,2030-04-27,89,All,N/A,2.69
1138460049,2022-09-29,2022-12-09,46,Choice,N/A,3.87
1509400007,2025-07-14,2027-05-23,45,Economic,N/A,3.94
1407142324,2023-02-10,2028-03-17,54,Happen,Could,2.42
1354777399,2022-01-14,2026-01-23,31,Parent,Happen,3.72
1169909181,2023-08-28,2026-06-25,45,What,N/A,2.13
1652493434,2021-02-22,2021-11-17,104,Recent,N/A,2.1
1754861861,2023-01-21,2024-10-05,52,Series,Wall,3.28
1256241635,2022-08-06,2023-01-11,45,Professional,N/A,2.03
1069473355,2023-04-18,2028-06-07,137,Right,N/A,2.18
1055287946,2025-01-18,2028-03-29,132,Poor,Theory,2.69
1667477541,2023-07-23,2026-03-01,23,Your,Reveal,2.85
1281325133,2023-06-14,2028-03-28,121,Level,N/A,2.75
1703196173,2022-09-01,2028-11-11,84,Unit,N/A,2.89
1839421756,2021-11-13,2023-02-09,78,Challenge,Nature,2.23
1956302454,2024-09-13,2026-12-31,12,Yes,N/A,3.53
1479155952,2022-03-06,2023-10-07,32,Accept,N/A,3.51
1782330665,2022-09-07,2028-01-01,99,White,N/A,2.78
1127006800,2024-01-28,2026-03-19,47,While,Meet,3.72
1519480298,2021-04-07,2026-08-04,104,Relationship,Doctor,2.42
1265587838,2025-05-03,2028-08-14,101,Around,N/A,3.97
1262504787,2024-07-08,2029-07-21,73,Hospital,Doctor,3.96
1445357699,2021-05-28,2022-10-17,53,Difficult,N/A,2.65
1140855393,2024-04-19,2029-03-16,23,Film,Art,2.08
1145052309,2021-11-11,2024-11-14,88,Short,N/A,3.74
1326843920,2023-12-20,2028-09-09,99,Glass,N/A,2.93
1716473969,2021-09-29,2029-06-26,126,Enter,N/A,3.74
1898328078,2022-12-21,2029-11-06,24,Interest,N/A,3.58
1142728234,2022-12-22,2029-03-19,108,Grow,These,2.46
1483161297,2023-03-11,2030-09-03,115,Serious,Nature,2.63
1491053351,2020-12-20,2023-01-24,138,Ball,N/A,3.82
1081484249,2025-02-06,2030-09-12,26,Lot,N/A,3.16
1777487517,2024-01-13,2030-03-23,72,From,There,2.5
1869316126,2022-10-20,2030-04-02,139,Civil,Indicate,2.28
1944858421,2024-12-14,2026-03-09,83,Military,Case,3.11
1684364542,2023-11-30,2030-06-07,53,Some,N/A,2.73
1342350774,2025-02-23,2030-04-05,73,Environment,N/A,2.65
1827437548,2023-01-07,2026-08-20,86,Have,Mr,2.5
1692757195,2022-10-27,2030-04-25,20,Market,N/A,2.37
1869676753,2025-02-11,2026-01-31,124,Anyone,Sell,3.09
1550594341,2021-05-21,2025-02-05,29,Table,And,3.01
1788770621,2021-06-13,2026-04-06,58,Again,N/A,3.84
1855109226,2025-01-09,2028-10-29,5,Grow,N/A,3.23
1816890571,2022-12-04,2026-03-15,116,Since,N/A,3.7
1263842091,2022-05-22,2026-11-05,49,Style,Main,2.37
1994890460,2024-08-25,2026-05-08,26,Prove,Child,3.97
1266112888,2022-01-09,2026-10-06,107,From,Key,3.31
1974816183,2025-02-02,2027-09-25,42,Street,N/A,2.69
1271015966,2022-10-11,2027-11-05,129,Trade,N/A,2.59
1199155717,2024-06-11,2029-03-24,136,Side,N/A,3.39
1727785249,2025-05-19,2026-03-13,109,Present,Mr,3.25
1934204573,2021-03-01,2025-01-15,7,Staff,N/A,2.25
1588731916,2023-05-16,2028-11-23,37,Offer,Letter,2.77
1643081419,2021-12-29,2027-09-19,99,Toward,Case,2.05
1398938888,2023-08-21,2023-10-14,36,Team,N/A,2.17
1083844071,2024-02-05,2027-11-28,84,Across,Recent,2.21
1930105584,2023-01-21,2023-04-03,30,Especially,Indicate,2.09
1078272847,2025-06-10,2025-11-03,107,Rich,Worry,3.89
1533005480,2023-07-29,2027-01-12,67,Often,N/A,2.29
1343755223,2023-07-31,2024-01-27,3,Huge,Company,3.44
1585586233,2024-04-13,2028-09-23,44,Magazine,Yourself,3.55
1056281832,2021-12-23,2029-03-17,10,Event,Speak,2.34
1686713551,2022-06-22,2027-06-15,135,Class,N/A,3.38
1979566094,2023-12-25,2025-09-12,25,Middle,Word,2.73
1844106054,2021-02-12,2030-09-12,55,Laugh,N/A,3.51
1844668637,2021-02-26,2025-11-05,135,Rate,Member,4.0
1275719805,2025-09-14,2028-03-27,140,Follow,Physical,2.47
1779013235,2021-09-27,2029-05-02,40,Color,N/A,3.91
1804719492,2021-11-04,2027-11-03,24,Determine,N/A,2.13
1615874718,2021-05-24,2029-07-06,78,Front,World,3.39
1358258607,2024-01-03,2025-03-03,87,Indeed,Attack,3.8
1918055225,2025-04-26,2028-05-19,64,Air,Building,2.65
1018077355,2021-04-08,2023-10-21,20,Agency,Whole,3.95
1105986682,2024-01-20,2026-06-20,120,Certain,Happen,2.72
1475842126,2025-02-10,2026-01-27,50,Go,N/A,2.92
1538363065,2025-10-14,2027-07-30,31,Member,Much,2.97
1532984473,2022-04-11,2027-07-28,6,Picture,N/A,2.5
1091082734,2025-03-24,2030-09-05,109,Positive,Student,3.27
1606123219,2023-01-29,2026-06-16,45,Seven,Know,3.02
1965853841,2021-11-25,2025-03-10,92,Easy,Relate,3.26
1823092426,2024-05-18,2027-07-07,99,Thousand,Mother,2.89
1616619456,2022-01-15,2023-10-23,43,State,Hundred,3.81
1567881598,2021-10-30,2030-07-27,96,Clear,Play,2.78
1595635841,2022-08-10,2027-11-02,115,Western,N/A,2.82
1667057909,2025-04-18,2029-10-03,95,Everyone,Catch,3.02
1434767823,2022-02-24,2027-02-23,16,Letter,Agent,3.56
1959715311,2024-12-15,2025-06-02,61,Name,Skill,2.13
1295606594,2020-12-16,2029-04-05,4,Government,N/A,3.29
1774264710,2024-06-01,2025-03-30,55,Where,Edge,2.18
1495934010,2023-06-17,2026-11-27,25,Cold,N/A,3.39
1321247417,2025-06-01,2028-10-05,90,Protect,N/A,3.4
1315420659,2021-09-21,2030-07-17,80,Wish,N/A,2.33
1601858602,2024-10-18,2028-01-06,47,Environment,Community,3.99
1627647794,2024-12-23,2029-09-05,16,Late,Say,2.71
1328441337,2024-07-24,2027-11-02,115,Hospital,N/A,3.9
1634944081,2025-03-15,2027-04-09,106,Lose,Ten,2.14
1202720849,2021-07-26,2028-09-21,23,After,Term,3.54
1543788851,2025-09-03,2026-03-19,51,Budget,Prevent,3.06
1717509459,2024-04-06,2026-11-01,12,Determine,Nothing,2.84
1714842029,2024-01-18,2026-06-23,9,Voice,Word,3.2
1895538901,2024-06-27,2027-03-19,54,Him,N/A,2.77
1915586492,2022-04-30,2025-12-17,12,Matter,Rate,2.63
1037021552,2025-10-18,2029-01-11,71,Important,N/A,3.56
1354593307,2020-11-06,2028-11-19,131,Piece,Me,3.9
1913119060,2021-12-23,2030-09-24,93,News,Have,3.34
1345402805,2023-06-06,2027-05-31,125,Leave,N/A,2.9
1814957477,2025-07-23,2028-01-27,31,Public,N/A,3.23
1250889447,2025-03-11,2027-10-14,51,Result,Science,2.78
1386585264,2022-09-23,2029-11-16,58,Change,N/A,2.64
1160988809,2024-03-25,2027-07-19,75,Ability,Force,2.83
1383045860,2023-02-01,2024-12-24,130,Skin,Develop,3.13
1805705788,2022-08-06,2023-01-31,89,Project,N/A,2.06
1532053643,2022-12-06,2030-06-21,23,Little,N/A,2.95
1030263163,2023-10-11,2025-08-03,122,Mouth,Water,3.29
1209328937,2025-01-21,2028-11-29,43,Chance,On,3.53
1698947113,2022-10-05,2028-06-02,133,Adult,N/A,2.09
1959026424,2021-12-29,2026-12-22,5,Money,Language,2.39
1893619975,2024-07-24,2027-10-18,69,Some,N/A,2.55
1876400797,2021-01-20,2025-02-09,102,Provide,N/A,2.17
1031505876,2021-08-17,2029-02-13,9,Respond,N/A,2.52
1188149655,2024-02-26,2028-11-29,70,Thousand,N/A,2.39
1191791645,2024-04-07,2027-08-08,40,Sense,Week,3.34
1561265338,2023-04-12,2027-10-30,123,Argue,N/A,2.38
1909953609,2021-07-19,2023-10-28,76,Card,Audience,3.74
1205119623,2025-08-16,2029-06-08,86,Activity,N/A,3.96
1894549990,2023-09-21,2023-10-21,54,Later,On,3.95
1003319824,2022-09-26,2023-02-27,28,Successful,N/A,3.29
1049807725,2024-07-31,2028-05-09,22,Assume,School,3.45
1373172197,2024-10-12,2025-04-21,95,Process,Human,3.21
1600762132,2025-06-18,2026-03-11,12,Upon,N/A,3.75
1427145504,2025-06-05,2029-05-10,3,However,N/A,3.93
1467509677,2025-07-31,2030-02-07,53,Dinner,Operation,2.52
1711117359,2022-03-25,2026-04-27,1,Heavy,N/A,2.32
1769360880,2024-12-16,2027-08-01,11,Bar,Resource,2.34
1891936697,2023-02-20,2028-12-27,71,Alone,Still,3.89
1701347348,2025-10-11,2027-11-13,77,Difference,N/A,2.12
1629715988,2025-03-29,2025-12-14,100,Design,N/A,2.6
1292100585,2022-12-22,2026-03-10,49,Lose,N/A,3.89
1943872287,2025-03-14,2029-05-12,36,Significant,Force,2.37
1429849083,2024-04-01,2025-12-23,44,List,N/A,2.84
1592325765,2023-11-30,2029-08-14,25,Dog,Picture,3.23
1126698548,2022-04-21,2029-03-20,132,Resource,N/A,3.02
1433846074,2022-12-22,2023-04-23,84,Admit,Off,3.37
1338845787,2022-10-25,2026-12-29,121,Tax,Create,3.08
1976179688,2023-01-04,2025-01-19,116,Field,N/A,2.79
1779196801,2023-03-27,2030-09-24,71,Describe,N/A,2.16
1967342937,2023-05-24,2026-02-09,8,Research,N/A,2.07
